Quelle	Jahr	Wort	Frequenz
S	1953	Betrachter	4.754176395395342
S	1953	Besserwisser	0.5942720494244178
S	1953	Beter	0.5942720494244178
S	1953	Bettler	2.377088197697671
S	1953	Bewacher	0.5942720494244178
S	1953	Betrüger	1.1885440988488356
S	1953	Betriebsführer	0.5942720494244178
S	1953	Bezirksrichter	0.5942720494244178
S	1953	Amtsleiter	3.565632296546507
S	1953	Bezirksbürgermeister	0.5942720494244178
S	1953	Bielefelder	3.565632296546507
S	1953	Bezwinger	0.5942720494244178
S	1953	Besteller	1.7828161482732534
S	1953	Biochemiker	0.5942720494244178
S	1953	Bildredakteur	0.5942720494244178
S	1953	Bewahrer	0.5942720494244178
S	1953	Bienenzüchter	0.5942720494244178
S	1953	Blender	1.1885440988488356
S	1953	Bläser	2.971360247122089
S	1953	Bolschewik	0.5942720494244178
S	1953	Botschafter	108.75178504466848
S	1953	Bewerber	18.42243353215695
S	1953	Bohrer	1.1885440988488356
S	1953	Amtsgerichtsdirektor	1.1885440988488356
S	1953	Bootsbauer	0.5942720494244178
S	1953	Brandstifter	1.1885440988488356
S	1953	Bolschewist	1.1885440988488356
S	1953	Brauer	6.536992543668596
S	1953	Brabanter	0.5942720494244178
S	1953	Braunschweiger	1.1885440988488356
S	1953	Bewohner	17.828161482732533
S	1953	Blechbläser	1.1885440988488356
S	1953	Boss	5.9427204942441785
S	1953	Bratschist	0.5942720494244178
S	1953	Bomberpilot	1.1885440988488356
S	1953	Bremer	13.073985087337192
S	1953	Breslauer	2.377088197697671
S	1953	Bregenzer	0.5942720494244178
S	1953	Bezieher	1.1885440988488356
S	1953	Brandenburger	3.565632296546507
S	1953	Bremser	1.7828161482732534
S	1953	Brötchengeber	0.5942720494244178
S	1953	Brückenbauer	0.5942720494244178
S	1953	Brigadier	1.7828161482732534
S	1953	Amateurfunker	0.5942720494244178
S	1953	Briefträger	4.754176395395342
S	1953	Bonner	250.1885328076799
S	1953	Buchautor	0.5942720494244178
S	1953	Buchmacher	8.914080741366266
S	1953	Buchbinder	1.1885440988488356
S	1953	Brüsseler	7.725536642517431
S	1953	Bruchpilot	0.5942720494244178
S	1953	Bundesbürger	5.34844844481976
S	1953	Analphabet	2.377088197697671
S	1953	Broker	0.5942720494244178
S	1953	Bundeskanzler	168.77326203653465
S	1953	Bundesarbeitsminister	0.5942720494244178
S	1953	Buchprüfer	0.5942720494244178
S	1953	Bundestagspräsident	16.04534533445928
S	1953	Bundesratspräsident	2.971360247122089
S	1953	Bundeswirtschaftsminister	5.9427204942441785
S	1953	Bundesgeschäftsführer	0.5942720494244178
S	1953	Buchhändler	5.34844844481976
S	1953	Brigadegeneral	1.7828161482732534
S	1953	Bundesverkehrsminister	4.754176395395342
S	1953	Bürger	68.93555773323247
S	1953	Bundesminister	41.00477141028483
S	1953	Burgunder	0.5942720494244178
S	1953	Bürokrat	1.1885440988488356
S	1953	Büchsenmacher	0.5942720494244178
S	1953	Bündnispartner	2.971360247122089
S	1953	Celler	4.159904345970925
S	1953	Catcher	1.7828161482732534
S	1953	Bundesaußenminister	0.5942720494244178
S	1953	Chefdirigent	1.1885440988488356
S	1953	Bundesinnenminister	13.66825713676161
S	1953	Bundespolitiker	1.1885440988488356
S	1953	Budapester	2.377088197697671
S	1953	Charakterspieler	0.5942720494244178
S	1953	Center	3.565632296546507
S	1953	Cellospieler	0.5942720494244178
S	1953	Busenfreund	0.5942720494244178
S	1953	Chefpilot	0.5942720494244178
S	1953	Cheflektor	0.5942720494244178
S	1953	Bühnenarbeiter	1.1885440988488356
S	1953	Choleriker	0.5942720494244178
S	1953	Christ	5.9427204942441785
S	1953	Delinquent	0.5942720494244178
S	1953	Demokrat	12.479713037912774
S	1953	Denker	4.159904345970925
S	1953	Deuter	0.5942720494244178
S	1953	Alphabet	0.5942720494244178
S	1953	Deutschenfreund	0.5942720494244178
S	1953	Deutschlehrer	0.5942720494244178
S	1953	Deutschenhasser	1.7828161482732534
S	1953	Diagnostiker	0.5942720494244178
S	1953	Amtsrichter	8.31980869194185
S	1953	Devisenmakler	0.5942720494244178
S	1953	Dialektiker	0.5942720494244178
S	1953	Dienststellenleiter	2.377088197697671
S	1953	Diplom-Bibliothekar	1.1885440988488356
S	1953	Diktator	11.885440988488355
S	1953	Diskussionsleiter	0.5942720494244178
S	1953	Direktor	80.22672667229641
S	1953	Abwehrchef	4.159904345970925
S	1953	Divisionär	0.5942720494244178
S	1953	Diplom-Handelslehrer	1.1885440988488356
S	1953	Dogmatiker	1.7828161482732534
S	1953	Diskussionsredner	1.1885440988488356
S	1953	Doktorand	0.5942720494244178
S	1953	Dominikaner	0.5942720494244178
S	1953	Domherr	1.1885440988488356
S	1953	Dombaumeister	0.5942720494244178
S	1953	Doppelgänger	0.5942720494244178
S	1953	Doppelagent	1.7828161482732534
S	1953	Doppelpartner	1.7828161482732534
S	1953	Dortmunder	7.725536642517431
S	1953	Drachentöter	0.5942720494244178
S	1953	Dorfbewohner	1.7828161482732534
S	1953	Dozent	3.565632296546507
S	1953	Alpinist	0.5942720494244178
S	1953	dpa-Korrespondent	0.5942720494244178
S	1953	Doppelmeister	0.5942720494244178
S	1953	Draufgänger	1.1885440988488356
S	1953	Dramatiker	5.34844844481976
S	1953	Doppelverdiener	1.1885440988488356
S	1953	Drescher	0.5942720494244178
S	1953	Dreher	2.971360247122089
S	1953	Dramaturg	6.536992543668596
S	1953	Dresseur	0.5942720494244178
S	1953	Durchschnittsbürger	3.565632296546507
S	1953	Aktionär	5.34844844481976
S	1953	Echternacher	0.5942720494244178
S	1953	Dresdener	4.754176395395342
S	1953	Duzfreund	1.1885440988488356
S	1953	Durchschnittsverdiener	1.1885440988488356
S	1953	Egoist	0.5942720494244178
S	1953	Durchschnittsleser	0.5942720494244178
S	1953	Ehrendoktor	1.7828161482732534
S	1953	Eckensteher	0.5942720494244178
S	1953	Ehrenpräsident	1.1885440988488356
S	1953	Ehrensenator	0.5942720494244178
S	1953	Düsseldorfer	61.80429314013945
S	1953	Ehrabschneider	0.5942720494244178
S	1953	Einiger	0.5942720494244178
S	1953	Einlieger	0.5942720494244178
S	1953	Ehepartner	2.971360247122089
S	1953	Einkäufer	2.377088197697671
S	1953	Einsender	4.159904345970925
S	1953	Eigentümer	12.479713037912774
S	1953	Einwohner	36.8448670643139
S	1953	Einpeitscher	1.7828161482732534
S	1953	Adjutant	7.131264593093014
S	1953	Einzelkämpfer	0.5942720494244178
S	1953	Einzelspieler	1.1885440988488356
S	1953	Einsiedler	1.1885440988488356
S	1953	Eisenbahner	7.725536642517431
S	1953	Eisverkäufer	0.5942720494244178
S	1953	Amtsvorsteher	1.1885440988488356
S	1953	Engländer	109.94032914351727
S	1953	Einzelunternehmer	0.5942720494244178
S	1953	Elefant	4.159904345970925
S	1953	Elektroingenieur	0.5942720494244178
S	1953	Enkel	13.66825713676161
S	1953	Ehrenbürger	3.565632296546507
S	1953	Entführer	0.5942720494244178
S	1953	Epileptiker	0.5942720494244178
S	1953	Erblasser	2.377088197697671
S	1953	Entwickler	0.5942720494244178
S	1953	Elektrotechniker	0.5942720494244178
S	1953	Erdbewohner	0.5942720494244178
S	1953	Erfolgsschriftsteller	0.5942720494244178
S	1953	Episkopalist	0.5942720494244178
S	1953	Eremit	1.1885440988488356
S	1953	Erfolgsautor	1.7828161482732534
S	1953	Amtsvorgänger	1.7828161482732534
S	1953	Erpresser	2.971360247122089
S	1953	Erfurter	1.7828161482732534
S	1953	Erotiker	0.5942720494244178
S	1953	Ermittler	0.5942720494244178
S	1953	Erforscher	1.7828161482732534
S	1953	Erwerber	0.5942720494244178
S	1953	Erbauer	4.159904345970925
S	1953	Erzeuger	5.34844844481976
S	1953	Erziehungsminister	1.7828161482732534
S	1953	Esel	7.131264593093014
S	1953	Agent	11.885440988488355
S	1953	Erlöser	2.971360247122089
S	1953	Erzähler	8.914080741366266
S	1953	Erzfeind	3.565632296546507
S	1953	Erstwähler	0.5942720494244178
S	1953	Ermittlungsrichter	1.7828161482732534
S	1953	Essayist	0.5942720494244178
S	1953	Europameister	1.1885440988488356
S	1953	Europäer	19.01670558158137
S	1953	Expeditionsleiter	3.565632296546507
S	1953	Agitator	1.1885440988488356
S	1953	Examinator	0.5942720494244178
S	1953	Erzherzog	0.5942720494244178
S	1953	Expressionist	0.5942720494244178
S	1953	Ernährer	1.1885440988488356
S	1953	Expeditionsteilnehmer	1.1885440988488356
S	1953	Fabeldichter	0.5942720494244178
S	1953	Esser	4.754176395395342
S	1953	Fabrikbesitzer	2.971360247122089
S	1953	Fabulierer	1.7828161482732534
S	1953	Exporteur	5.34844844481976
S	1953	Arbeiterführer	0.5942720494244178
S	1953	Falkenseer	1.7828161482732534
S	1953	Arbeitsdirektor	0.5942720494244178
S	1953	Falkner	3.565632296546507
S	1953	Fallschirmjäger	3.565632296546507
S	1953	Fallensteller	0.5942720494244178
S	1953	Fälscher	1.7828161482732534
S	1953	Familienminister	4.754176395395342
S	1953	Färber	1.7828161482732534
S	1953	Arithmetiker	0.5942720494244178
S	1953	Farmer	10.69689688963952
S	1953	Fanatiker	4.754176395395342
S	1953	Faschist	1.7828161482732534
S	1953	FDJler	2.377088197697671
S	1953	Feinschmecker	1.7828161482732534
S	1953	Armesünder	1.1885440988488356
S	1953	Aufrührer	1.1885440988488356
S	1953	Feind	39.221955262011576
S	1953	Favorit	4.159904345970925
S	1953	Feldmarschall	13.66825713676161
S	1953	Fernseher	13.66825713676161
S	1953	Fernfahrer	0.5942720494244178
S	1953	Fernsehsprecher	0.5942720494244178
S	1953	Fernsprechteilnehmer	1.7828161482732534
S	1953	Feldherr	4.754176395395342
S	1953	Absender	10.69689688963952
S	1953	Fernsehteilnehmer	1.7828161482732534
S	1953	Feuerfresser	1.7828161482732534
S	1953	Feuerschlucker	0.5942720494244178
S	1953	Fiedler	0.5942720494244178
S	1953	Antragsteller	5.9427204942441785
S	1953	Filmdarsteller	1.7828161482732534
S	1953	Festredner	3.565632296546507
S	1953	Filmkomiker	0.5942720494244178
S	1953	Fighter	0.5942720494244178
S	1953	Filmkritiker	2.377088197697671
S	1953	Feuerwerker	0.5942720494244178
S	1953	Finder	1.7828161482732534
S	1953	Filmschauspieler	4.159904345970925
S	1953	Filialleiter	4.754176395395342
S	1953	Filmhersteller	0.5942720494244178
S	1953	Firmenchef	2.377088197697671
S	1953	Finanzdirektor	2.377088197697671
S	1953	Filmproduzent	4.159904345970925
S	1953	Ausflügler	0.5942720494244178
S	1953	Finalist	0.5942720494244178
S	1953	Firmengründer	0.5942720494244178
S	1953	Filmautor	1.7828161482732534
S	1953	Finanzier	2.377088197697671
S	1953	Feuilletonist	2.971360247122089
S	1953	Ausländer	14.262529186186027
S	1953	Firmeninhaber	1.1885440988488356
S	1953	Fleischhauer	0.5942720494244178
S	1953	Flugkapitän	0.5942720494244178
S	1953	Flitzer	0.5942720494244178
S	1953	Flugzeugingenieur	0.5942720494244178
S	1953	Finanzmakler	0.5942720494244178
S	1953	Formalist	0.5942720494244178
S	1953	Feuilletonredakteur	0.5942720494244178
S	1953	Flicker	1.7828161482732534
S	1953	Flottenchef	0.5942720494244178
S	1953	Flugzeugkonstrukteur	0.5942720494244178
S	1953	Ästhet	0.5942720494244178
S	1953	Fischhändler	1.1885440988488356
S	1953	Finanzminister	59.42720494244178
S	1953	Former	0.5942720494244178
S	1953	Freiheitskämpfer	0.5942720494244178
S	1953	Freiburger	1.7828161482732534
S	1953	Attentäter	2.971360247122089
S	1953	Frauenmörder	1.1885440988488356
S	1953	Formgestalter	8.31980869194185
S	1953	Flurhüter	0.5942720494244178
S	1953	Freimaurer	2.377088197697671
S	1953	Fortschrittler	1.1885440988488356
S	1953	Frevler	1.1885440988488356
S	1953	Aufklärer	5.9427204942441785
S	1953	Föderalist	2.377088197697671
S	1953	Freidenker	1.1885440988488356
S	1953	Freischärler	0.5942720494244178
S	1953	Freibeuter	1.1885440988488356
S	1953	Friedensfreund	0.5942720494244178
S	1953	Forstmeister	1.1885440988488356
S	1953	Frömmler	0.5942720494244178
S	1953	Fraktionschef	2.377088197697671
S	1953	Frontsoldat	0.5942720494244178
S	1953	Fremdarbeiter	0.5942720494244178
S	1953	Freier	1.1885440988488356
S	1953	Außenpolitiker	2.377088197697671
S	1953	Freihändler	0.5942720494244178
S	1953	Fuldaer	2.971360247122089
S	1953	Futtermeister	0.5942720494244178
S	1953	Frühaufsteher	0.5942720494244178
S	1953	Freund	119.44868193430798
S	1953	Frontkämpfer	0.5942720494244178
S	1953	Garagenbesitzer	1.1885440988488356
S	1953	Gangsterchef	1.1885440988488356
S	1953	Gangster	8.31980869194185
S	1953	Gastgeber	7.725536642517431
S	1953	Fraktionsführer	4.754176395395342
S	1953	Führer	71.31264593093013
S	1953	Gauleiter	3.565632296546507
S	1953	Garant	1.7828161482732534
S	1953	Ausschreier	1.7828161482732534
S	1953	Gefangenenaufseher	0.5942720494244178
S	1953	Frankfurter	111.12887324236613
S	1953	Fuhrunternehmer	0.5942720494244178
S	1953	Gastronom	1.1885440988488356
S	1953	Gärtnermeister	1.1885440988488356
S	1953	Gefängnisdirektor	0.5942720494244178
S	1953	Gegenkandidat	2.377088197697671
S	1953	Gastschüler	0.5942720494244178
S	1953	Geheimagent	0.5942720494244178
S	1953	Gasarbeiter	1.1885440988488356
S	1953	Gefängniswärter	0.5942720494244178
S	1953	Gegenspieler	9.508352790790685
S	1953	Gattenmörder	0.5942720494244178
S	1953	Artist	2.377088197697671
S	1953	Generalfeldmarschall	6.536992543668596
S	1953	Generalkonsul	7.725536642517431
S	1953	Generalgouverneur	2.377088197697671
S	1953	Geograph	1.1885440988488356
S	1953	Generalinspekteur	1.1885440988488356
S	1953	Generalmajor	10.69689688963952
S	1953	Generalintendant	0.5942720494244178
S	1953	Georgier	2.377088197697671
S	1953	Gerber	3.565632296546507
S	1953	Gerichtsberichterstatter	1.1885440988488356
S	1953	Bankdirektor	4.159904345970925
S	1953	Gepäckträger	1.7828161482732534
S	1953	Gerbermeister	0.5942720494244178
S	1953	Gerichtsmediziner	7.131264593093014
S	1953	Geschäftsinhaber	1.1885440988488356
S	1953	Gerichtspräsident	2.971360247122089
S	1953	Administrator	0.5942720494244178
S	1953	Geschichtsschreiber	0.5942720494244178
S	1953	Geschäftsträger	8.914080741366266
S	1953	Geschäftspartner	2.377088197697671
S	1953	Gerichtsreferendar	0.5942720494244178
S	1953	Gesellschafter	4.159904345970925
S	1953	Begründer	8.31980869194185
S	1953	Gesellschaftskritiker	1.1885440988488356
S	1953	Geschichtenerzähler	0.5942720494244178
S	1953	Gesundbeter	1.1885440988488356
S	1953	Gerichtsvollzieher	5.34844844481976
S	1953	Gewerbelehrer	0.5942720494244178
S	1953	Gesundheitsminister	4.159904345970925
S	1953	Begutachter	1.1885440988488356
S	1953	Gesandtschaftssekretär	1.7828161482732534
S	1953	Bausenator	0.5942720494244178
S	1953	Gewerkschaftschef	0.5942720494244178
S	1953	Gesetzgeber	9.508352790790685
S	1953	Gewaltherrscher	1.1885440988488356
S	1953	Geschäftemacher	0.5942720494244178
S	1953	Gewerkschaftsfunktionär	1.1885440988488356
S	1953	Gewerkschaftsführer	3.565632296546507
S	1953	Gewaltverbrecher	1.1885440988488356
S	1953	Geschäftsfreund	0.5942720494244178
S	1953	Gesinnungsfreund	0.5942720494244178
S	1953	Beifahrer	4.754176395395342
S	1953	Bayer	20.205249680430207
S	1953	Beherrscher	1.7828161482732534
S	1953	Gewerkschaftssekretär	1.1885440988488356
S	1953	Gewinner	2.377088197697671
S	1953	Gitarrist	0.5942720494244178
S	1953	Beisitzer	2.971360247122089
S	1953	Göttinger	7.131264593093014
S	1953	Gesprächspartner	10.102624840215103
S	1953	Grenzbewohner	1.1885440988488356
S	1953	Belgrader	2.971360247122089
S	1953	Grazer	1.7828161482732534
S	1953	Grenzschützer	0.5942720494244178
S	1953	Glaser	1.1885440988488356
S	1953	Großabnehmer	0.5942720494244178
S	1953	Gräber	5.34844844481976
S	1953	Gestalter	2.971360247122089
S	1953	Beobachter	29.11933042179648
S	1953	Gralshüter	2.971360247122089
S	1953	Großadmiral	1.1885440988488356
S	1953	Gläubiger	9.508352790790685
S	1953	Großhändler	5.9427204942441785
S	1953	Großgrundbesitzer	2.377088197697671
S	1953	Globetrotter	1.1885440988488356
S	1953	Großverdiener	3.565632296546507
S	1953	Grundbesitzer	3.565632296546507
S	1953	Gruppenführer	0.5942720494244178
S	1953	Graphiker	1.1885440988488356
S	1953	Grubenarbeiter	0.5942720494244178
S	1953	Großherzog	0.5942720494244178
S	1953	Grundeigentümer	1.7828161482732534
S	1953	Gruppenleiter	1.7828161482732534
S	1953	Berater	33.87350681719182
S	1953	Gutsherr	1.1885440988488356
S	1953	Grossist	0.5942720494244178
S	1953	Gründer	8.31980869194185
S	1953	Gymnasialprofessor	1.1885440988488356
S	1953	Gutachter	4.159904345970925
S	1953	Gutsinspektor	0.5942720494244178
S	1953	Großstädter	1.1885440988488356
S	1953	Gutsbesitzer	2.377088197697671
S	1953	Belgier	6.536992543668596
S	1953	Gymnasiast	0.5942720494244178
S	1953	Haager	2.377088197697671
S	1953	Habsburger	3.565632296546507
S	1953	Haller	4.159904345970925
S	1953	Gymnasialdirektor	0.5942720494244178
S	1953	Grundstücksbesitzer	0.5942720494244178
S	1953	Hamburger	165.80190178941257
S	1953	Händler	13.073985087337192
S	1953	Hafenarbeiter	4.754176395395342
S	1953	Handlanger	3.565632296546507
S	1953	Hanseat	1.7828161482732534
S	1953	Häretiker	2.377088197697671
S	1953	Baseballer	0.5942720494244178
S	1953	Handarbeiter	0.5942720494244178
S	1953	Gymnasiallehrer	0.5942720494244178
S	1953	Haftrichter	1.1885440988488356
S	1953	Häuer	0.5942720494244178
S	1953	Hauptakteur	0.5942720494244178
S	1953	Hauptbuchhalter	0.5942720494244178
S	1953	Hannoveraner	1.7828161482732534
S	1953	Handelsagent	0.5942720494244178
S	1953	Hallenser	1.1885440988488356
S	1953	Hauptkommissar	2.377088197697671
S	1953	Hauptabnehmer	0.5942720494244178
S	1953	Hauptgeschäftsführer	3.565632296546507
S	1953	Beleidiger	0.5942720494244178
S	1953	Handelsmakler	0.5942720494244178
S	1953	Hausfreund	1.7828161482732534
S	1953	Hauptaktionär	1.1885440988488356
S	1953	Haustyrann	0.5942720494244178
S	1953	Hauptabteilungsleiter	1.7828161482732534
S	1953	Hauptdarsteller	8.31980869194185
S	1953	Handelsminister	4.754176395395342
S	1953	Hauptstädter	0.5942720494244178
S	1953	Bauhandwerker	0.5942720494244178
S	1953	Heimkehrer	26.742242224098803
S	1953	Hersteller	4.754176395395342
S	1953	Haupttäter	0.5942720494244178
S	1953	Bauherr	5.9427204942441785
S	1953	Heizer	2.971360247122089
S	1953	Herzog	38.62768321258716
S	1953	Hilfslehrer	0.5942720494244178
S	1953	Hilfspolizist	0.5942720494244178
S	1953	Held	20.799521729854625
S	1953	Hilfsschüler	1.1885440988488356
S	1953	Beschwerdeführer	1.1885440988488356
S	1953	Helfer	4.754176395395342
S	1953	Hauptwachtmeister	1.1885440988488356
S	1953	Hirnforscher	0.5942720494244178
S	1953	Hochländer	0.5942720494244178
S	1953	Helfershelfer	1.7828161482732534
S	1953	Hochstapler	1.7828161482732534
S	1953	Hausbesitzer	4.754176395395342
S	1953	Holländer	20.205249680430207
S	1953	Hochschullehrer	0.5942720494244178
S	1953	Betreuer	1.7828161482732534
S	1953	Henker	8.31980869194185
S	1953	Hohepriester	1.7828161482732534
S	1953	Holzfäller	1.1885440988488356
S	1953	Hausbewohner	1.7828161482732534
S	1953	Honorarprofessor	0.5942720494244178
S	1953	Hörer	32.68496271834298
S	1953	Bierbrauer	0.5942720494244178
S	1953	Iberer	0.5942720494244178
S	1953	Horcher	0.5942720494244178
S	1953	Herrenreiter	1.7828161482732534
S	1953	Hauseigentümer	1.1885440988488356
S	1953	Idiot	2.971360247122089
S	1953	Bilderstürmer	0.5942720494244178
S	1953	Hufschmied	0.5942720494244178
S	1953	Idealist	1.1885440988488356
S	1953	Illusionist	1.1885440988488356
S	1953	Bobfahrer	8.31980869194185
S	1953	Herrscher	14.262529186186027
S	1953	Illustrator	0.5942720494244178
S	1953	Ignorant	0.5942720494244178
S	1953	Industriearbeiter	3.565632296546507
S	1953	Hauser	2.377088197697671
S	1953	Infanterist	2.971360247122089
S	1953	Humorist	0.5942720494244178
S	1953	Bochumer	1.1885440988488356
S	1953	Importeur	2.971360247122089
S	1953	Industrieberater	0.5942720494244178
S	1953	Initiator	9.508352790790685
S	1953	Inspizient	0.5942720494244178
S	1953	Inhaber	20.205249680430207
S	1953	Interessent	0.5942720494244178
S	1953	Industriekapitän	0.5942720494244178
S	1953	Isländer	2.377088197697671
S	1953	Hüter	7.131264593093014
S	1953	Böttcher	1.1885440988488356
S	1953	Innenarchitekt	0.5942720494244178
S	1953	Industrieminister	0.5942720494244178
S	1953	Institutsleiter	0.5942720494244178
S	1953	Itzehoer	0.5942720494244178
S	1953	Italiener	37.43913911373832
S	1953	Improvisator	0.5942720494244178
S	1953	Jungarbeiter	1.7828161482732534
S	1953	Jenaer	1.7828161482732534
S	1953	Jugendmeister	0.5942720494244178
S	1953	Binder	2.377088197697671
S	1953	Inder	13.073985087337192
S	1953	Jagdflieger	0.5942720494244178
S	1953	Jünger	22.58233787812788
